epoch,train_loss,val_loss,lr
0,1.0788406133651733,0.2039128690958023,0.001
1,0.2636958360671997,0.07006866484880447,0.001
2,0.13242317736148834,0.09904522448778152,0.001
3,0.15804316103458405,0.05953163653612137,0.001
4,0.1184258684515953,0.013890234753489494,0.001
5,0.07129986584186554,0.06062890589237213,0.001
6,0.11950041353702545,0.06489867717027664,0.001
7,0.12393683195114136,0.0428285151720047,0.001
8,0.10022762417793274,0.03081660531461239,0.001
9,0.08507777750492096,0.025027912110090256,0.001
10,0.07965852320194244,0.021138010546565056,0.001
11,0.07824014127254486,0.028603941202163696,0.001
12,0.08914653956890106,0.021547583863139153,0.001
13,0.0816681832075119,0.012985172681510448,0.001
14,0.07183565199375153,0.02125551924109459,0.001
15,0.07727973163127899,0.02386646531522274,0.001
16,0.07848190516233444,0.018429121002554893,0.001
17,0.07615843415260315,0.015299253165721893,0.001
18,0.07376229763031006,0.014291729778051376,0.001
19,0.07238523662090302,0.015297961421310902,0.001
20,0.07235070317983627,0.01677204854786396,0.001
21,0.07499644160270691,0.014939052052795887,0.001
22,0.07172755897045135,0.0123152956366539,0.001
23,0.06954511255025864,0.01469582412391901,0.001
24,0.07207617908716202,0.015546350739896297,0.001
25,0.0731586366891861,0.012843693606555462,0.001
26,0.06899575144052505,0.012558807618916035,0.001
27,0.06984883546829224,0.013204993680119514,0.001
28,0.07297617942094803,0.012562265619635582,0.001
29,0.0716114267706871,0.011939644813537598,0.001
30,0.0721508115530014,0.01170180644840002,0.001
31,0.06941716372966766,0.011838039383292198,0.001
32,0.07010827958583832,0.012404530309140682,0.001
33,0.06920765340328217,0.013054520823061466,0.001
34,0.07102415710687637,0.01197778806090355,0.001
35,0.06946855783462524,0.011028715409338474,0.001
36,0.06752413511276245,0.01101093553006649,0.001
37,0.0698714554309845,0.011248952709138393,0.001
38,0.0685085654258728,0.010905801318585873,0.001
39,0.06937572360038757,0.010974438861012459,0.001
40,0.06864682585000992,0.011448533274233341,0.001
41,0.06895124912261963,0.011346418410539627,0.001
42,0.0686737671494484,0.01099349744617939,0.001
43,0.0674852579832077,0.010721299797296524,0.001
44,0.06955590099096298,0.010393181815743446,0.001
45,0.06954523175954819,0.010617905296385288,0.001
46,0.06726420670747757,0.010771213099360466,0.001
47,0.06864804029464722,0.010621516965329647,0.001
48,0.06937150657176971,0.010491710156202316,0.001
49,0.06953614950180054,0.010310460813343525,0.001
50,0.07121726125478745,0.010507877916097641,0.001
51,0.06849212944507599,0.010404553264379501,0.001
52,0.06886392086744308,0.01032061967998743,0.001
53,0.06606898456811905,0.010295094922184944,0.001
54,0.07076695561408997,0.00991167314350605,0.001
55,0.06743371486663818,0.010330909863114357,0.001
56,0.07006265223026276,0.010071484372019768,0.001
57,0.07038385421037674,0.010035119019448757,0.001
58,0.06859210133552551,0.010347086936235428,0.001
59,0.06737495213747025,0.01015771646052599,0.001
60,0.06794129312038422,0.009825536981225014,0.001
61,0.06760280579328537,0.01002225000411272,0.001
62,0.06882926821708679,0.0094682015478611,0.001
63,0.06992214173078537,0.009706201031804085,0.001
64,0.06878755241632462,0.009363007731735706,0.001
65,0.06909216940402985,0.00987301953136921,0.001
66,0.07035334408283234,0.009803004562854767,0.001
67,0.06849001348018646,0.00955459475517273,0.001
68,0.06986550986766815,0.009554306976497173,0.001
69,0.06871616840362549,0.009161033667623997,0.001
70,0.06748095154762268,0.009301570244133472,0.001
71,0.06989096850156784,0.009035835042595863,0.001
72,0.06672700494527817,0.009014911018311977,0.001
73,0.06976479291915894,0.009151127189397812,0.001
74,0.06857842206954956,0.009266819804906845,0.001
75,0.07040835916996002,0.00922063086181879,0.001
76,0.06811431050300598,0.009082278236746788,0.001
77,0.06892572343349457,0.008899427950382233,0.001
78,0.07009631395339966,0.009038618765771389,0.001
79,0.06818082183599472,0.008902162313461304,0.001
80,0.0689622312784195,0.008902279660105705,0.001
81,0.06599093973636627,0.00890317838639021,0.001
82,0.0689895898103714,0.009003725834190845,0.001
83,0.07009214907884598,0.008794983848929405,0.001
84,0.06892130523920059,0.008614057675004005,0.001
85,0.06724539399147034,0.00862066075205803,0.001
86,0.06884121894836426,0.008669180795550346,0.001
87,0.06778674572706223,0.008551704697310925,0.001
88,0.06835616379976273,0.008429017849266529,0.001
89,0.06733585894107819,0.00841310154646635,0.001
