epoch,train_loss,val_loss,lr
0,9.643645286560059,7.215795993804932,0.001
1,7.261110782623291,5.169394493103027,0.001
2,5.187913417816162,3.511549472808838,0.001
3,3.5499448776245117,2.227123498916626,0.001
4,2.2680702209472656,1.294691562652588,0.001
5,1.3280929327011108,0.6830276846885681,0.001
6,0.7352535128593445,0.34394973516464233,0.001
7,0.40242719650268555,0.1965201050043106,0.001
8,0.2557518780231476,0.1474580019712448,0.001
9,0.2128777951002121,0.15413418412208557,0.001
10,0.21467533707618713,0.20216898620128632,0.001
11,0.259292870759964,0.26233047246932983,0.001
12,0.32377228140830994,0.3037812411785126,0.001
13,0.3644402027130127,0.31096845865249634,0.001
14,0.3631569445133209,0.28256815671920776,0.001
15,0.3384912610054016,0.22658812999725342,0.001
16,0.28492340445518494,0.15739145874977112,0.001
17,0.2137676328420639,0.09255147725343704,0.001
18,0.1465623527765274,0.04914211854338646,0.001
19,0.10422585904598236,0.03570861369371414,0.001
20,0.09280276298522949,0.04661581292748451,0.001
21,0.10276076942682266,0.06740083545446396,0.001
22,0.12599578499794006,0.08481568843126297,0.001
23,0.13867372274398804,0.09090724587440491,0.001
24,0.14668269455432892,0.08306270092725754,0.001
25,0.1372937709093094,0.0640208050608635,0.001
26,0.12040362507104874,0.04157860949635506,0.001
27,0.0963376984000206,0.027223680168390274,0.001
28,0.08406366407871246,0.02953159250319004,0.001
29,0.08788376301527023,0.0382525809109211,0.001
30,0.09652518481016159,0.04360218718647957,0.001
31,0.10050618648529053,0.04422208294272423,0.001
32,0.10210717469453812,0.040406372398138046,0.001
33,0.09931118041276932,0.03250017762184143,0.001
34,0.08672875910997391,0.0243569053709507,0.001
35,0.08096694201231003,0.025814583525061607,0.001
36,0.08198229223489761,0.03230378404259682,0.001
37,0.09215092658996582,0.034984081983566284,0.001
38,0.08899818360805511,0.03325715661048889,0.001
39,0.08655229955911636,0.02898171916604042,0.001
40,0.0867997482419014,0.023878617212176323,0.001
41,0.077639639377594,0.021401168778538704,0.001
42,0.07761827111244202,0.0234979297965765,0.001
43,0.08109409362077713,0.025003138929605484,0.001
44,0.08126311004161835,0.024047711864113808,0.001
45,0.07939574122428894,0.02121947705745697,0.001
46,0.07799580693244934,0.019512826576828957,0.001
47,0.07508020848035812,0.021476082503795624,0.001
48,0.07866793870925903,0.02192607894539833,0.001
49,0.07730934768915176,0.02145666629076004,0.001
50,0.07760334014892578,0.018966607749462128,0.001
51,0.07436501234769821,0.01783629320561886,0.001
52,0.07428783178329468,0.018409820273518562,0.001
53,0.0770612433552742,0.01851765625178814,0.001
54,0.07630875706672668,0.01741763949394226,0.001
55,0.07391828298568726,0.017128385603427887,0.001
56,0.07410635054111481,0.017462419345974922,0.001
57,0.07357800751924515,0.017982929944992065,0.001
58,0.07409888505935669,0.016280174255371094,0.001
59,0.07438237965106964,0.017184872180223465,0.001
60,0.07547146826982498,0.01683059334754944,0.001
61,0.07295316457748413,0.016991088166832924,0.001
62,0.072515569627285,0.01625474914908409,0.001
63,0.07149560004472733,0.016251906752586365,0.001
64,0.07258854061365128,0.01626785285770893,0.001
65,0.07125946134328842,0.016680346801877022,0.001
66,0.07309868931770325,0.016048425808548927,0.001
67,0.07042888551950455,0.015159432776272297,0.001
68,0.0724058672785759,0.01499441172927618,0.001
69,0.07179765403270721,0.016255194321274757,0.001
70,0.07148648798465729,0.01573195680975914,0.001
71,0.07126057147979736,0.014985919930040836,0.001
72,0.07168946415185928,0.015285479836165905,0.001
73,0.0717766135931015,0.015313255600631237,0.001
74,0.0722920373082161,0.015055255964398384,0.001
75,0.07055731862783432,0.014127492904663086,0.001
76,0.07104281336069107,0.01401647087186575,0.001
77,0.07189559936523438,0.014607541263103485,0.001
78,0.070085309445858,0.01448152493685484,0.001
79,0.0719689130783081,0.013996588066220284,0.001
80,0.07236205786466599,0.013920806348323822,0.001
81,0.07091159373521805,0.014269303530454636,0.001
82,0.07053187489509583,0.014318250119686127,0.001
83,0.07196921855211258,0.013590083457529545,0.001
84,0.07120990753173828,0.01363232173025608,0.001
85,0.07090872526168823,0.013935910537838936,0.001
86,0.07142140716314316,0.013940414413809776,0.001
87,0.07228706032037735,0.013382328674197197,0.001
88,0.0708623081445694,0.01325517613440752,0.001
89,0.0706736221909523,0.013635741546750069,0.001
90,0.07194764167070389,0.013600132428109646,0.001
91,0.07107792049646378,0.01317309308797121,0.001
92,0.06890098750591278,0.013690238818526268,0.001
93,0.07177770882844925,0.013443158008158207,0.001
94,0.06883168965578079,0.014026283286511898,0.001
95,0.0699155405163765,0.0129544110968709,0.001
96,0.07097817212343216,0.013366473838686943,0.001
97,0.07054375857114792,0.013542764820158482,0.001
98,0.06988368183374405,0.01352807879447937,0.001
99,0.07142127305269241,0.012894824147224426,0.001
100,0.0691993460059166,0.012940841726958752,0.001
101,0.06967426091432571,0.013072600588202477,0.001
102,0.0698443204164505,0.012823608703911304,0.001
103,0.07169071584939957,0.012780891731381416,0.001
104,0.07069884240627289,0.012684574350714684,0.001
105,0.06823080778121948,0.01345572154968977,0.001
106,0.06838706880807877,0.012648005038499832,0.001
107,0.06893712282180786,0.012620856985449791,0.001
108,0.06994280219078064,0.012970313429832458,0.001
109,0.06765186786651611,0.012678679078817368,0.001
110,0.06981220841407776,0.012753745540976524,0.001
111,0.0683157742023468,0.012570065446197987,0.001
112,0.06985088437795639,0.012482774443924427,0.001
113,0.07028919458389282,0.01254446990787983,0.001
114,0.0699155256152153,0.012357949279248714,0.001
115,0.07042452692985535,0.012667165137827396,0.001
116,0.06908787786960602,0.012533429078757763,0.001
117,0.07138516753911972,0.012381797656416893,0.001
118,0.07081335783004761,0.01254341285675764,0.001
119,0.07018180191516876,0.012259741313755512,0.001
120,0.06824678182601929,0.012452919967472553,0.001
121,0.07052408903837204,0.012306717224419117,0.001
122,0.06887095421552658,0.012373163364827633,0.001
123,0.06961748749017715,0.012168308719992638,0.001
124,0.07015615701675415,0.012517757713794708,0.001
125,0.07099846005439758,0.012377030216157436,0.001
126,0.06993035972118378,0.012307933531701565,0.001
127,0.07041119784116745,0.01217399351298809,0.001
128,0.0697309821844101,0.012146023102104664,0.001
129,0.06904914230108261,0.012040002271533012,0.001
130,0.06961975246667862,0.011978724971413612,0.001
131,0.07038258016109467,0.01216457411646843,0.001
132,0.06961014866828918,0.012331218458712101,0.001
133,0.06866395473480225,0.012065314687788486,0.001
134,0.06859913468360901,0.011898934841156006,0.001
135,0.07002786546945572,0.01203923299908638,0.001
136,0.0703742727637291,0.0121987983584404,0.001
137,0.06952518969774246,0.011837808415293694,0.001
138,0.0715995505452156,0.012027313001453876,0.001
139,0.06777963042259216,0.011958385817706585,0.001
140,0.06695431470870972,0.01197629515081644,0.001
141,0.07057641446590424,0.012205810286104679,0.001
142,0.06926272809505463,0.011813566088676453,0.001
143,0.0686299130320549,0.01183184701949358,0.001
144,0.07116373628377914,0.01190289855003357,0.001
145,0.07023341208696365,0.011769698932766914,0.001
146,0.06980516761541367,0.011725736781954765,0.001
147,0.06960597634315491,0.01198746357113123,0.001
148,0.06852607429027557,0.011744546703994274,0.001
149,0.0711120143532753,0.011707955971360207,0.001
150,0.06853540241718292,0.011855888180434704,0.001
151,0.07011647522449493,0.011627466417849064,0.001
152,0.06941593438386917,0.011721031740307808,0.001
153,0.06907890737056732,0.01156696304678917,0.001
154,0.0690467357635498,0.011596917174756527,0.001
155,0.07014958560466766,0.011640405282378197,0.001
156,0.06832576543092728,0.011863135732710361,0.001
157,0.0679435133934021,0.01156926341354847,0.001
158,0.07120770961046219,0.011520312167704105,0.001
159,0.06775490194559097,0.011717461980879307,0.001
160,0.06828777492046356,0.011549794115126133,0.001
161,0.0702521800994873,0.011588014662265778,0.001
162,0.06839162856340408,0.01154365111142397,0.001
163,0.06922425329685211,0.01146268006414175,0.001
164,0.06831542402505875,0.011355821043252945,0.001
165,0.06950549781322479,0.011322090402245522,0.001
166,0.06837647408246994,0.011329758912324905,0.001
167,0.06692304462194443,0.011573069728910923,0.001
168,0.06952633708715439,0.011587885208427906,0.001
169,0.06878111511468887,0.011369367130100727,0.001
170,0.06924444437026978,0.01126133557409048,0.001
171,0.06980966776609421,0.011417384259402752,0.001
172,0.06777284294366837,0.011355243623256683,0.001
173,0.06771935522556305,0.011569390073418617,0.001
174,0.06947452574968338,0.011454344727098942,0.001
175,0.06944714486598969,0.011316279880702496,0.001
176,0.07010873407125473,0.01138631533831358,0.001
177,0.06946238875389099,0.011293547227978706,0.001
178,0.06953009963035583,0.01128577720373869,0.001
179,0.06909935921430588,0.011477148160338402,0.001
180,0.06919705122709274,0.011571994051337242,0.001
