t,S_ref,R_ref,I_ref,C_ref,S_ode,R_ode,I_ode,C_ode,S_supermodel,R_supermodel,I_supermodel,C_supermodel,S_supernet,R_supernet,I_supernet,C_supernet
77.2,0.0024863431271110255,0.05652213064419225,0.0104039214447335,0.017911584470096387,0.0024863431271110255,0.05652213064419225,0.0104039214447335,0.017911584470096387,0.0,0.3537131,0.0676123,0.020133095,0.0073961015,0.02632541,0.0049907393,0.050169386
77.4,0.00249801252391167,0.056819207861977826,0.010432211254199419,0.016207071845008133,0.00249801252391167,0.056819207861977826,0.010432211254199419,0.016207071845008133,0.0,0.35539168,0.067838825,0.018467374,0.007382493,0.02630811,0.0049772174,0.050010644
77.60000000000001,0.0025103870113300504,0.057119577324993294,0.010461171615961832,0.014664765042299008,0.0025103870113300504,0.057119577324993294,0.010461171615961832,0.014664765042299008,0.0,0.3570831,0.06806759,0.016960427,0.0073690033,0.02629081,0.0049638133,0.049852673
77.80000000000001,0.0025234130325042844,0.057423096909097936,0.010490804687381249,0.013269228137103201,0.0025234130325042844,0.057423096909097936,0.010490804687381249,0.013269228137103201,0.0,0.3587864,0.068298586,0.015597136,0.007355513,0.026273392,0.0049505276,0.049695585
78.0,0.0025370424158018844,0.05772963801135991,0.010521111846343429,0.012006494127020092,0.0025370424158018844,0.05772963801135991,0.010521111846343429,0.012006494127020092,0.0,0.36050063,0.06853182,0.014363822,0.007342141,0.026255975,0.0049372423,0.049539384
78.2,0.0025512317948675573,0.05803908431846347,0.010552093777905155,0.010863925145659415,0.0025512317948675573,0.05803908431846347,0.010552093777905155,0.010863925145659415,0.0,0.36222497,0.06876728,0.013248108,0.007328887,0.026238557,0.004924075,0.049383834
78.4,0.002565942098911005,0.05835133068865901,0.01058375055242244,0.009830085978627277,0.002565942098911005,0.05835133068865901,0.01058375055242244,0.009830085978627277,0.0,0.36395866,0.06900496,0.012238799,0.0073156334,0.026221022,0.0049109077,0.04922928
78.60000000000001,0.002581138103527994,0.058666282136558084,0.01061608169601618,0.008894629616056632,0.002581138103527994,0.058666282136558084,0.01061608169601618,0.008894629616056632,0.0,0.365701,0.06924485,0.011325761,0.0073024975,0.02620337,0.004897859,0.0490755
78.80000000000001,0.0025967880338606275,0.05898385291112429,0.010649086254137817,0.008048193696254901,0.0025967880338606275,0.05898385291112429,0.010649086254137817,0.008048193696254901,0.0,0.36745134,0.06948693,0.010499828,0.0072894795,0.02618572,0.0048849285,0.048922487
79.0,0.00261286321315711,0.059303965658150035,0.010682762848916188,0.007282306804041428,0.00261286321315711,0.059303965658150035,0.010682762848916188,0.007282306804041428,0.0,0.3692091,0.06973119,0.009752705,0.007276462,0.026168067,0.004871998,0.048770253
79.2,0.0026293377508341937,0.059626550659350006,0.01071710973089519,0.006589303685976803,0.0026293377508341937,0.059626550659350006,0.01071710973089519,0.006589303685976803,0.0,0.3709738,0.06997762,0.00907689,0.007263562,0.0261503,0.004859067,0.048618898
79.4,0.002646188265015114,0.05995154514095656,0.010752124825708555,0.005962248533930414,0.002646188265015114,0.05995154514095656,0.010752124825708555,0.005962248533930414,0.0,0.37274486,0.07022619,0.008465591,0.0072506624,0.02613253,0.004846255,0.048468318
79.60000000000001,0.0026633936352431433,0.060278892645381416,0.010787805776182014,0.005394865569181251,0.0026633936352431433,0.060278892645381416,0.010787805776182014,0.005394865569181251,0.0,0.37452188,0.07047689,0.007912667,0.0072378805,0.026114762,0.004833561,0.048318505
79.80000000000001,0.0026809347816808705,0.060608542460117903,0.010824149980303368,0.004881476232315181,0.0026809347816808705,0.060608542460117903,0.010824149980303368,0.004881476232315181,0.0,0.37630445,0.07072969,0.0074125584,0.0072252173,0.026096877,0.004820867,0.04816947
80.0,0.002698747709475466,0.06094031889324831,0.01086115461570091,0.00467826680427204,0.002698747709475466,0.06094031889324831,0.01086115461570091,0.00467826680427204,0.0,0.37809217,0.07098457,0.023626905,0.007212672,0.026078876,0.0048082913,0.04802132
80.2,0.0027001491778379442,0.06122835358750299,0.010898750650916715,0.09787536133772956,0.0027001491778379442,0.06122835358750299,0.010898750650916715,0.09787536133772956,0.0,0.37940073,0.0712392,0.116790086,0.007200126,0.026060874,0.004795835,0.04787383
80.4,0.002657299130618959,0.061397098048318846,0.010936411421534332,0.18372387119849598,0.002657299130618959,0.061397098048318846,0.010936411421534332,0.18372387119849598,0.0,0.38003972,0.07149045,0.20108205,0.0071875807,0.026042871,0.004783259,0.04772723
80.60000000000001,0.0025793902854832356,0.0614675155033993,0.010973554978645631,0.2614028152038804,0.0025793902854832356,0.0614675155033993,0.010973554978645631,0.2614028152038804,0.0,0.38007188,0.07173607,0.2773475,0.007175153,0.026024869,0.00477092,0.0475814
80.80000000000001,0.002472955149702965,0.0614483820518417,0.011009693762322244,0.33168963033413645,0.002472955149702965,0.0614483820518417,0.011009693762322244,0.33168963033413645,0.0,0.37955686,0.07197407,0.34635073,0.007162844,0.026006749,0.0047585815,0.047436234
81.0,0.002344735014614546,0.06134793487603836,0.011044409965832955,0.39501634243964245,0.002344735014614546,0.06134793487603836,0.011044409965832955,0.39501634243964245,0.0,0.37855083,0.07220273,0.39211658,0.0071506533,0.025988631,0.0047462424,0.047291957
81.2,0.002217870229466075,0.061229965772724014,0.01107744708241643,0.35976379112482587,0.002217870229466075,0.061229965772724014,0.01107744708241643,0.35976379112482587,0.0,0.37758738,0.07242285,0.35503176,0.0071384623,0.025970396,0.004734022,0.04714834
81.4,0.002110427096823179,0.06115568254994668,0.01110898869239892,0.32552773986729133,0.002110427096823179,0.06115568254994668,0.01110898869239892,0.32552773986729133,0.0,0.37689352,0.072636224,0.3214783,0.007126271,0.025952274,0.00472192,0.047005497
81.60000000000001,0.002019086857090165,0.06112071869349085,0.011139298462513478,0.2945496796433843,0.002019086857090165,0.06112071869349085,0.011139298462513478,0.2945496796433843,0.0,0.3764417,0.072843924,0.29111996,0.0071141976,0.025933921,0.0047098175,0.04686343
81.80000000000001,0.0019412211055179123,0.061121259024635985,0.011168607129706612,0.266519571614357,0.0019412211055179123,0.061121259024635985,0.011168607129706612,0.266519571614357,0.0,0.37620744,0.073046885,0.2636525,0.0071022427,0.025915686,0.004697834,0.04672214
