epoch,loss
0,1024.22705078125
1,972.9306640625
2,922.3768920898438
3,877.031982421875
4,826.98876953125
5,774.3739013671875
6,714.0497436523438
7,655.6091918945312
8,590.2232666015625
9,520.9486694335938
10,455.31292724609375
11,391.5526123046875
12,329.5364685058594
13,263.858154296875
14,211.04393005371094
15,203.5537567138672
16,164.28964233398438
17,129.90969848632812
18,122.71172332763672
19,93.86162567138672
20,97.93669128417969
21,78.72200012207031
22,66.02072143554688
23,72.08248901367188
24,69.47596740722656
25,60.42233657836914
26,49.8311882019043
27,32.95547103881836
28,31.164501190185547
29,14.62661075592041
30,13.237482070922852
31,8.324284553527832
32,7.262575149536133
33,7.296903133392334
34,6.628960609436035
35,6.424759387969971
36,6.048201560974121
37,5.594592571258545
38,5.042327404022217
39,4.565686225891113
40,4.255488872528076
41,3.6723215579986572
42,3.216911792755127
43,3.224264144897461
44,2.982224464416504
45,3.203195333480835
46,3.1729977130889893
47,2.7603349685668945
48,2.868574380874634
49,3.2702701091766357
50,3.379295825958252
51,3.9254631996154785
52,3.704249858856201
53,3.910151720046997
54,4.349214553833008
55,4.134352684020996
56,4.349890232086182
57,4.382658958435059
58,3.8911399841308594
59,4.101734161376953
60,4.035400390625
61,3.709134101867676
62,3.6350302696228027
63,3.5531530380249023
64,3.776832103729248
65,3.461655855178833
66,3.3784098625183105
67,3.508462429046631
68,3.8336734771728516
69,3.741208076477051
70,3.72758150100708
71,4.1108880043029785
72,4.10069465637207
73,4.3153486251831055
74,4.594629764556885
75,4.647889137268066
76,4.726099967956543
77,4.3535542488098145
78,4.381616592407227
79,4.207907676696777
80,3.9490818977355957
81,3.942199468612671
82,3.3916072845458984
83,3.585740089416504
84,3.5680055618286133
85,3.089815855026245
86,3.306561231613159
87,3.5782063007354736
88,2.967827558517456
89,3.423011541366577
90,3.396700620651245
91,3.4088449478149414
92,3.650434970855713
93,3.1968283653259277
94,3.2767586708068848
95,3.3001930713653564
96,3.6006059646606445
97,3.385767698287964
98,3.6200222969055176
99,3.501868724822998
100,3.5384583473205566
101,3.3374013900756836
102,3.458740711212158
103,3.8815746307373047
104,3.5696897506713867
105,3.8899264335632324
106,3.8677947521209717
107,3.978598117828369
108,4.042002201080322
109,4.169683456420898
110,4.336605072021484
111,4.006156921386719
112,3.9121341705322266
113,4.04648494720459
114,3.919315814971924
115,3.6432507038116455
116,3.82686710357666
117,3.4285879135131836
118,3.4454784393310547
119,3.2194881439208984
120,3.387829542160034
121,3.2867276668548584
122,3.016087532043457
123,3.558124303817749
124,3.510359287261963
125,3.6436233520507812
126,3.7491307258605957
127,3.9262685775756836
128,4.140209197998047
129,4.228386402130127
130,4.23259162902832
131,3.995718479156494
132,4.2189836502075195
133,4.31014347076416
134,4.235019683837891
135,4.400359630584717
136,4.3636860847473145
137,4.301626205444336
138,4.439469814300537
139,4.245246887207031
140,4.4978837966918945
141,4.208564758300781
142,4.453583717346191
143,4.2922749519348145
144,4.544287204742432
145,4.140660285949707
146,4.275839805603027
147,4.031406879425049
148,4.013166904449463
149,4.177203178405762
150,4.020519256591797
151,3.705749034881592
152,3.952563762664795
153,4.018209457397461
154,3.7527921199798584
155,3.6897850036621094
156,3.679511070251465
157,3.5693140029907227
158,3.8699660301208496
159,3.453963279724121
160,3.4860503673553467
161,3.59976863861084
162,3.177797317504883
163,2.8960580825805664
164,3.284409999847412
165,3.1926541328430176
166,3.026304244995117
167,2.997767448425293
168,3.449134349822998
169,3.5377330780029297
170,3.5262410640716553
171,3.973799228668213
172,3.8006105422973633
173,4.041355133056641
174,4.533251762390137
175,4.610507965087891
176,4.808884620666504
177,4.661634922027588
178,4.441248416900635
179,4.495303153991699
180,4.67592191696167
181,4.119487285614014
182,4.353586196899414
183,4.2320051193237305
184,4.400564193725586
185,4.228487968444824
186,4.284974575042725
187,4.1523284912109375
188,3.9646999835968018
189,4.205007553100586
190,4.153482913970947
191,4.324678421020508
192,4.610270023345947
193,4.070397853851318
194,4.135284423828125
195,4.334672927856445
196,4.190952301025391
197,4.195112705230713
198,3.749016761779785
199,4.0861921310424805
200,3.880946636199951
201,3.6082286834716797
202,3.714751720428467
203,3.828852415084839
204,3.706129550933838
205,3.7144827842712402
206,4.2642436027526855
207,3.855208396911621
208,4.175755023956299
209,4.181058883666992
210,3.9959287643432617
211,4.405156135559082
212,4.233132362365723
213,3.9322431087493896
214,4.162473678588867
215,3.847562789916992
216,3.703991413116455
217,3.739140033721924
218,3.5364274978637695
219,3.656604290008545
220,3.8465404510498047
221,3.740722179412842
222,3.3187530040740967
223,3.6948561668395996
224,3.815624952316284
225,4.161220073699951
226,4.217606544494629
227,4.157200336456299
228,4.452963352203369
229,4.449385643005371
230,4.48561954498291
231,4.849699020385742
232,4.535867214202881
233,4.356740951538086
234,4.464293479919434
235,4.693148612976074
236,4.374176979064941
237,4.008939266204834
238,4.254399299621582
239,3.793365478515625
240,3.844325065612793
241,3.859940528869629
242,3.8154964447021484
243,3.730595350265503
244,3.950436592102051
245,3.8320188522338867
246,3.84035062789917
247,3.68273663520813
248,3.763756036758423
249,3.71630597114563
250,3.8258113861083984
251,3.669935464859009
252,3.7609305381774902
253,4.0102996826171875
254,3.6176867485046387
255,3.9852583408355713
256,3.8607659339904785
257,3.790940523147583
258,3.9290664196014404
259,3.8352606296539307
260,3.6311402320861816
261,3.6735496520996094
262,3.7711997032165527
263,3.577333927154541
264,3.9112908840179443
265,3.50016450881958
266,3.8064863681793213
267,3.6954469680786133
268,3.9061155319213867
269,3.6497178077697754
270,3.7314131259918213
271,3.8803813457489014
272,4.088748455047607
273,4.276864051818848
274,3.7019824981689453
275,3.891998052597046
276,4.197821617126465
277,4.258497714996338
278,4.169528961181641
279,4.215628147125244
280,4.365039825439453
281,4.325382709503174
282,4.4943037033081055
283,4.496077537536621
284,4.361057758331299
285,4.702024459838867
286,4.205521583557129
287,4.022228717803955
288,3.8433122634887695
289,3.7135629653930664
290,3.6117188930511475
291,3.3114395141601562
292,3.032069206237793
293,3.493375778198242
294,3.353733539581299
295,3.5234365463256836
296,3.440866470336914
297,3.3145689964294434
298,3.541478395462036
299,3.4424209594726562
300,3.6085424423217773
301,3.7908573150634766
302,3.733107566833496
303,4.130038261413574
304,3.766303777694702
305,4.020201683044434
306,3.8813986778259277
307,3.752316474914551
308,3.767578125
309,3.7882907390594482
310,3.7970900535583496
311,3.9862897396087646
312,3.8194117546081543
313,3.6791296005249023
314,3.673496723175049
315,3.7715721130371094
316,3.7455029487609863
317,3.748964786529541
318,3.3640990257263184
319,3.479053497314453
320,3.9510679244995117
321,3.5222220420837402
322,3.623603343963623
323,3.2970690727233887
324,3.6629509925842285
325,3.826052188873291
326,3.6503396034240723
327,3.947662830352783
328,3.971308946609497
329,4.3291015625
330,4.256504535675049
331,4.105624675750732
332,4.044708251953125
333,4.28090763092041
334,4.398079872131348
335,4.1378173828125
336,4.191113471984863
337,4.005509853363037
338,4.014875411987305
339,4.028181076049805
340,3.8980579376220703
341,3.948160409927368
342,3.684802532196045
343,3.740435838699341
344,3.529963493347168
345,3.8199894428253174
346,3.6175858974456787
347,3.79878568649292
348,3.8086814880371094
349,3.922041416168213
350,3.484466075897217
351,4.05546760559082
352,3.75416898727417
353,3.981511354446411
354,4.0117011070251465
355,3.9178037643432617
356,3.7640228271484375
357,4.046254634857178
358,3.9864606857299805
359,3.6881561279296875
360,3.7974793910980225
361,3.7814714908599854
362,3.8558297157287598
363,3.9023523330688477
364,3.873802900314331
365,3.971008777618408
366,4.040099143981934
367,3.852452039718628
368,3.820587635040283
369,3.8932881355285645
370,3.6455130577087402
371,3.8555984497070312
372,3.616051197052002
373,3.6101908683776855
374,3.4211063385009766
375,3.581624984741211
376,3.411625862121582
377,3.7132930755615234
378,3.4666171073913574
379,3.270907163619995
380,3.5171241760253906
381,3.405585289001465
382,3.5286765098571777
383,3.429666042327881
384,3.7274961471557617
385,3.349663496017456
386,3.4709415435791016
387,3.3474385738372803
388,3.672562599182129
389,3.763981342315674
390,4.023008346557617
391,4.043508052825928
392,3.925413131713867
393,3.7350573539733887
394,3.966984272003174
395,4.012103080749512
396,4.05950403213501
397,3.8993568420410156
398,4.071685791015625
399,4.0767621994018555
400,4.053974151611328
401,4.053107261657715
402,3.962529420852661
403,3.9150123596191406
404,4.209525108337402
405,4.121904373168945
406,4.0657525062561035
407,3.935807466506958
408,3.973264694213867
409,4.147218704223633
410,3.9736483097076416
411,4.00101900100708
412,4.1858978271484375
413,3.762810468673706
414,3.8408312797546387
415,3.460294485092163
416,3.7513041496276855
417,3.526090621948242
418,3.730215549468994
419,3.7563183307647705
420,3.6841135025024414
421,3.286677837371826
422,3.361173152923584
423,3.4464662075042725
424,3.3037095069885254
425,3.632230758666992
426,3.5213680267333984
427,3.467243194580078
428,3.755222797393799
429,3.7400054931640625
430,3.7090790271759033
431,3.782325267791748
432,4.059751987457275
433,3.6132748126983643
434,4.087355613708496
435,4.037580490112305
436,3.827726364135742
437,3.9640021324157715
438,3.808762550354004
439,3.6997761726379395
440,3.7134110927581787
441,3.814657688140869
442,3.5383715629577637
443,3.4717416763305664
444,3.3127777576446533
445,3.3154125213623047
446,3.1720025539398193
447,3.3110904693603516
448,3.397033214569092
449,3.0705645084381104
450,3.332676887512207
451,3.171412706375122
452,3.2513539791107178
453,3.329972267150879
454,3.1693050861358643
455,3.416381359100342
456,3.6360998153686523
457,3.5413200855255127
458,3.309805393218994
459,3.3949413299560547
460,3.6040658950805664
461,3.3993401527404785
462,3.3797316551208496
463,3.6363444328308105
464,3.6167821884155273
465,3.607173442840576
466,3.529182195663452
467,3.4913675785064697
468,3.499413013458252
469,3.490457773208618
470,3.998786449432373
471,3.9963579177856445
472,3.577509880065918
473,3.7100961208343506
474,4.069565773010254
475,3.9092559814453125
476,3.912832736968994
477,3.878060817718506
478,3.9958415031433105
479,3.7325992584228516
480,3.8835198879241943
481,3.865283966064453
482,3.765101432800293
483,3.729203701019287
484,3.2980217933654785
485,3.8937172889709473
486,3.456819772720337
487,3.5461201667785645
488,3.6400437355041504
489,3.3720016479492188
490,3.487823009490967
491,3.2522125244140625
492,3.6696105003356934
493,3.0981383323669434
494,3.612400531768799
495,3.367037773132324
496,3.6669421195983887
497,3.3196167945861816
498,3.6241488456726074
499,3.778932571411133
500,3.3466899394989014
501,3.664811849594116
502,3.5725488662719727
503,3.8925747871398926
504,3.791849136352539
505,4.023356914520264
506,4.041792869567871
507,3.9515185356140137
508,3.987274408340454
509,3.8850975036621094
510,3.746072292327881
511,4.020371913909912
512,3.6802375316619873
513,3.833397626876831
514,3.7852587699890137
515,3.9101648330688477
516,3.6150894165039062
517,3.5063514709472656
518,3.3981804847717285
519,3.434671401977539
520,3.4676125049591064
521,3.617863178253174
522,3.4540586471557617
523,3.4898834228515625
524,3.6290011405944824
525,3.6112425327301025
526,3.5387043952941895
527,3.4976398944854736
528,3.542722702026367
529,3.9909327030181885
530,3.561720848083496
531,3.998823404312134
532,3.8341927528381348
533,3.614900588989258
534,3.4676125049591064
535,3.646414279937744
536,3.670417308807373
