t,TB_pde_fit,TB_true
4.9,0.011638777836869991,0.011550335015708006
4.95,0.011600902652537277,0.011511631414096833
5.0,0.011564004892159202,0.011473927736969059
5.050000000000001,0.011443979410073407,0.011350552989009804
5.1000000000000005,0.011274104096098608,0.011175917128216015
5.15,0.01111258815516665,0.011010055521887545
5.2,0.010958246168695765,0.010851723268741679
5.25,0.010811139645357428,0.010700983914389204
5.300000000000001,0.01067025765812451,0.01055677542466144
5.3500000000000005,0.010535668786954245,0.0104191682663509
5.4,0.010406506913253833,0.010287252356969367
5.45,0.010282845074218259,0.010161102459295192
5.5,0.01016393775681333,0.010039935198827142
5.550000000000001,0.010049860498331214,0.00992382767284304
5.6000000000000005,0.009939968594471982,0.009812102537331618
5.65,0.009834338626700037,0.009704837768726667
5.7,0.009732410455821761,0.00960144506338778
5.75,0.009634260633888794,0.009502002207396238
5.800000000000001,0.009539400217193496,0.009405995934006693
5.8500000000000005,0.009447904946236348,0.009313503063291359
5.9,0.009359346034680261,0.009224073788149932
5.95,0.009273797851202883,0.009137783410436088
6.0,0.00919088262563197,0.009054235982151316
6.050000000000001,0.009110672963103542,0.008973504904234436
6.1000000000000005,0.009032834516160578,0.008895240102343388
6.15,0.008957437862353985,0.008819512821979503
6.2,0.00888418574994489,0.008746012200392617
6.25,0.008813146561177458,0.008674807169604264
6.300000000000001,0.008744054852217093,0.00860562050378107
6.3500000000000005,0.008676976714552469,0.008538518735607774
6.4,0.008611674079505522,0.008473253597447222
6.45,0.008548210706194138,0.008409889190362169
6.5,0.008486372173854395,0.008348202266434719
6.550000000000001,0.008426219907324938,0.00828825450214638
6.6000000000000005,0.008367559990205749,0.008229844344074548
6.65,0.008310451540046542,0.008173031079600495
6.7,0.008254718485479436,0.008117632033986464
6.75,0.008200417684401776,0.008063704161135997
6.800000000000001,0.008147388653923124,0.008011081273470513
6.8500000000000005,0.008095686054287414,0.007959818060873047
6.9,0.008045163070455705,0.00790976278571569
6.95,0.007995872236612824,0.007860967952380114
7.0,0.007947678765865383,0.007813294532645966
7.050000000000001,0.007900633143930321,0.007766792929382878
7.1000000000000005,0.00785461120789463,0.007721335332278173
7.15,0.007809661475896723,0.007676970129465651
7.2,0.007765669202851708,0.00763357944664949
7.25,0.007722681021500375,0.007591209744805516
7.300000000000001,0.007680590565335645,0.007549751980639297
7.3500000000000005,0.0076394426636981795,0.007509250774898572
7.4,0.0075991384304565065,0.007469604959912919
7.45,0.007559720972297905,0.007430857401444062
7.5,0.007521098104775666,0.007392913978988411
7.550000000000001,0.007483311290663958,0.007355815886148817
7.6000000000000005,0.0074462743700379795,0.007319475329058275
7.65,0.007410027237974241,0.007283931909083385
7.7,0.007374489168383181,0.007249103530473805
7.75,0.007339698561995925,0.007215028279068027
7.800000000000001,0.007305579609719819,0.007181629207353364
7.8500000000000005,0.007272169288227033,0.007148942958958608
7.9,0.007239396251812793,0.0071168972521148555
7.95,0.007207296120209618,0.007085527358094874
8.0,0.007175801611770355,0.007054765236266654
8.05,0.007144947053213816,0.0070246448519345785
8.1,0.0071146688743372625,0.006995102030850376
8.15,0.007085000169606915,0.006966169495323559
8.200000000000001,0.007055880767965139,0.0069377866057804835
8.25,0.007027342589289554,0.006909984901184776
8.3,0.0069993285842476945,0.006882706982186752
8.35,0.006971869552790465,0.006855983260843934
8.4,0.0069449113201469565,0.006829759315911861
8.450000000000001,0.006918483618114378,0.006804064485904625
8.5,0.006892534925634392,0.0067788470936917325
8.55,0.006867093955359334,0.006754135454671399
8.6,0.006842111642040592,0.006729880426367165
8.65,0.006817615725561193,0.006706109348700687
8.700000000000001,0.006793559418640416,0.006682775425838167
8.75,0.006769969532267629,0.006659905067223782
8.8,0.006746801396872406,0.0066374536544550585
8.85,0.006724080936059212,0.006615446709003943
8.9,0.0067017654531634704,0.00659384163720756
8.950000000000001,0.006679880023677283,0.006572663112719906
9.0,0.0066583837926528725,0.0065518704284777
9.05,0.006637301024633123,0.006531487448258303
9.1,0.006616592587224995,0.006511475226307886
9.15,0.006596281969198028,0.006491856852387751
9.200000000000001,0.006576331652202846,0.006472595028138195
9.25,0.006556764382540958,0.0064537121032102775
9.3,0.006537544156851858,0.006435172322816619
9.35,0.006518693010514809,0.0064169973285684665
9.4,0.006500176364520039,0.006399152814407157
9.450000000000001,0.006482015573215921,0.006381659744251877
9.5,0.00646417739881523,0.006364485173934213
9.55,0.006446682542971619,0.00634764941841249
9.600000000000001,0.006429499032709579,0.0063311208157244515
9.65,0.0064126469438624215,0.0063149190590818735
9.700000000000001,0.006396095497878531,0.006299013695453534
9.75,0.006379864170271194,0.006283423822095467
9.8,0.0063639233119381884,0.0062681201273868115
9.850000000000001,0.006348291822281383,0.006253121137082582
9.9,0.006332941121550221,0.006238398618630087
9.950000000000001,0.006317889556029132,0.006223970549483707
10.0,0.006308985648000518,0.006215438718409146
